split_id,context,spearman_rho,p_value,n_words_union
52,play,-0.09361400675621519,0.2450772833669325,156
52,restaurant,0.29321062001707726,0.03489418621356456,52
53,bakery,0.11727934845395609,0.300179021500679,80
53,closet,-0.04032580286543555,0.6949296513960499,97
53,corner,0.041332237033957255,0.6710403543251545,108
53,fitness,0.41892098006147455,0.000702062357848809,62
53,fridge,0.31118476968006403,0.0646916865425373,36
53,garage,0.1351057192503686,0.19417257862166293,94
53,handbag,0.35559006344369687,0.003650449364801113,65
53,library,-0.3760941518333362,8.822814837062956e-06,132
53,mall,-0.22506617451214092,0.00919829331975204,133
53,play,-0.23577834259180236,0.0030457964235433683,156
53,restaurant,0.24320889467757084,0.08232309391415012,52
54,bakery,0.13671708018205622,0.22655649778555817,80
54,closet,-0.06361058172303216,0.5359181292664061,97
54,corner,-0.04864959823285216,0.6170788475561905,108
54,fitness,0.311512804350603,0.013716681490705616,62
54,fridge,0.4929778737290883,0.0022523567283007618,36
54,garage,0.06879176257399179,0.5100125903746711,94
54,handbag,0.33794529996795847,0.005900777639331874,65
54,library,-0.33992220102175674,6.672453691416063e-05,132
54,mall,-0.2700712716617019,0.0016674236709534516,133
54,play,-0.24749209880860984,0.0018399416051523127,156
54,restaurant,0.2263807825309942,0.10657085804589549,52
55,bakery,0.09142779117176197,0.41991077283057554,80
55,closet,-0.047609655956230644,0.6433035755332802,97
55,corner,0.014148708495401752,0.8844471730266588,108
55,fitness,0.3867211238260804,0.0019038071873132873,62
55,fridge,0.49579661639458117,0.0021054323571387287,36
55,garage,0.07763763953825628,0.457011341667551,94
55,handbag,0.27768162690419823,0.025120530649382824,65
55,library,-0.27668728825687205,0.0013199878230684367,132
55,mall,-0.2225597810876487,0.010028787172636092,133
55,play,-0.17517713717172023,0.0287200960259557,156
55,restaurant,0.24560016849087235,0.07926172629759003,52
56,bakery,0.03677372583594639,0.7460537631884232,80
56,closet,-0.030976150628583603,0.7632642448019576,97
56,corner,0.0005597883431826301,0.9954123505894292,108
56,fitness,0.3567988363576515,0.004418837649308912,62
56,fridge,0.49364162269062084,0.002216975525339554,36
56,garage,0.09793933794017995,0.34767307417830573,94
56,handbag,0.2467918404092959,0.047494448988827175,65
56,library,-0.4189969844399042,5.728300800410381e-07,132
56,mall,-0.2889410845889879,0.0007434886327653207,133
56,play,-0.200577394591923,0.0120515679844715,156
56,restaurant,0.1971103909740905,0.16132928660644186,52
57,bakery,0.06349363561048695,0.5757990914008685,80
57,closet,-0.04503783830411154,0.6613548579580523,97
57,corner,0.02737500441244941,0.7785326685209293,108
57,fitness,0.41468707083136125,0.0008050529894680836,62
57,fridge,0.4095043453379436,0.013132476613876131,36
57,garage,0.14844288620537416,0.15332793124879468,94
57,handbag,0.3948859540981589,0.0011327801129378536,65
57,library,-0.3761532528436011,8.791908098030235e-06,132
57,mall,-0.2103956207716829,0.01506676460928983,133
57,play,-0.152043991641148,0.05812060244761611,156
